Year,State,CO2,Energy,EnergyPrice,GDP
1997,Alabama,134.1,1956297,17490,144501.2
1998,Alabama,133.5,1997696,17490,149568.2
1999,Alabama,135.85,2040647,17490,154900.2
2000,Alabama,142.3,2093922,17490,157221.3
2001,Alabama,133.31,1898857,17490,156853.2
2002,Alabama,138.3,1960152,17490,160422.4
2003,Alabama,139.8,1952741,17490,165134.7
2004,Alabama,142,2065880,17490,176625
2005,Alabama,143.5,2065572,17490,184369.5
2006,Alabama,145.8,2083658,17490,187270.8
2007,Alabama,147.3,2086092,17490,189002.5
2008,Alabama,139.4,2002980,17490,186946.7
2009,Alabama,119.8,1800096,17490,180707.2
2010,Alabama,132.5,1942188,17490,184702.4
2011,Alabama,129.5,1917001,17490,187605.8
2012,Alabama,122.6,1890836,17490,189245.5
2013,Alabama,120.5,1931830,17490,191369.8
2014,Alabama,122.6,1967782,17490,189886.3
2015,Alabama,119.2,1917138,17490,191335.2
2016,Alabama,114,1922727,17490,194283.8
2017,Alabama,108.6,1904206,17490,196974.9
2018,Alabama,112.4,1956413,17490,200372.6
2019,Alabama,106.3,1926332,17490,203432.7
1997,Alaska,41.2,708741,20250,42211.3
1998,Alaska,42.2,723206,20250,41095.9
1999,Alaska,42.86,725331,20250,40590.5
2000,Alaska,43.6,742061,20250,39406.6
2001,Alaska,42.55,735745,20250,40958.7
2002,Alaska,42.7,732909,20250,42979
2003,Alaska,42.9,733471,20250,42355.3
2004,Alaska,46.2,775019,20250,44055
2005,Alaska,47.5,797723,20250,45657.1
2006,Alaska,45.4,746457,20250,49190.2
2007,Alaska,43.7,723227,20250,51721
2008,Alaska,39.1,650500,20250,51252.1
2009,Alaska,37.3,639557,20250,56215.1
2010,Alaska,37.1,639266,20250,54601.5
2011,Alaska,37.1,641027,20250,55280.3
2012,Alaska,36.2,631311,20250,58283.6
2013,Alaska,34,597944,20250,55354.3
2014,Alaska,33.9,596523,20250,54188.2
2015,Alaska,35,614242,20250,54740.8
2016,Alaska,33.4,593662,20250,54246.6
2017,Alaska,33.7,601492,20250,54278.7
2018,Alaska,34.5,604644,20250,53327
2019,Alaska,34.3,605689,20250,53433.8
1997,Arizona,71.7,1187416,21780,168408.8
1998,Arizona,76.7,1240977,21780,183060.5
1999,Arizona,80.63,1285004,21780,198699.9
2000,Arizona,86.6,1332442,21780,208439.5
2001,Arizona,88.85,1341726,21780,213166.2
2002,Arizona,88.3,1334303,21780,220696.7
2003,Arizona,90.5,1354531,21780,234065.9
2004,Arizona,97.3,1404380,21780,244317.3
2005,Arizona,97.3,1443203,21780,262326
2006,Arizona,100.5,1491846,21780,274179.4
2007,Arizona,102.4,1498164,21780,283250.7
2008,Arizona,102.6,1465564,21780,280810.1
2009,Arizona,93.9,1380064,21780,257498.5
2010,Arizona,99.5,1434861,21780,260307.1
2011,Arizona,97.7,1476752,21780,266101.5
2012,Arizona,95.5,1445431,21780,271440
2013,Arizona,99.3,1464044,21780,273481.9
2014,Arizona,97.3,1473676,21780,276948.9
2015,Arizona,95,1495858,21780,282577
2016,Arizona,90.9,1524720,21780,291275.2
2017,Arizona,90.5,1531479,21780,303606.1
2018,Arizona,94.1,1542208,21780,314827.5
2019,Arizona,92.5,1556416,21780,325395.3
1997,Arkansas,59.1,1061415,16760,82571.3
1998,Arkansas,60.5,1081796,16760,84570.8
1999,Arkansas,62.73,1100812,16760,89115.2
2000,Arkansas,63.3,1141593,16760,89871.7
2001,Arkansas,62.49,1096056,16760,89789
2002,Arkansas,61.2,1118366,16760,92950.5
2003,Arkansas,62.2,1100644,16760,96944.5
2004,Arkansas,62.5,1091797,16760,101733.6
2005,Arkansas,60.2,1116515,16760,105980
2006,Arkansas,62.1,1113117,16760,108460.6
2007,Arkansas,63.4,1128983,16760,107606.1
2008,Arkansas,64.2,1110210,16760,106536.5
2009,Arkansas,61.5,1041617,16760,102996.6
2010,Arkansas,66.1,1129224,16760,105662
2011,Arkansas,67.5,1131026,16760,107932.5
2012,Arkansas,66.3,1075271,16760,108492.1
2013,Arkansas,68.5,1106095,16760,110752.4
2014,Arkansas,68.9,1121935,16760,111734.5
2015,Arkansas,59.1,1062359,16760,112351
2016,Arkansas,62.1,1053706,16760,112798.1
2017,Arkansas,64.2,1057701,16760,113850.2
2018,Arkansas,70.8,1116757,16760,115885.2
2019,Arkansas,65.1,1096477,16760,117126.2
1997,California,352.5867688,7528267,20660,1378276.5
1998,California,362.6223325,7806390,20660,1468730.8
1999,California,366.1114277,7801882,20660,1574305.9
2000,California,382.2603586,7893262,20660,1696172.4
2001,California,385.5327864,7918586,20660,1692324.1
2002,California,384.4243197,7963303,20660,1722522.4
2003,California,374.6078211,7848513,20660,1789998.5
2004,California,392.6317543,8216796,20660,1850904.5
2005,California,389.5521105,8151775,20660,1926842.1
2006,California,397.7615709,8247048,20660,2002437.4
2007,California,402.5589114,8260963,20660,2041192.2
2008,California,384.0051,8075631,20660,2061638.8
2009,California,370.3333764,7775285,20660,1995439.7
2010,California,356.5880901,7651772,20660,2036015
2011,California,342.6512879,7651650,20660,2063827.5
2012,California,348.7456439,7446386,20660,2113096.4
2013,California,349.7060253,7532398,20660,2179229
2014,California,345.3766022,7445975,20660,2256054.7
2015,California,351.408516,7525491,20660,2357452.9
2016,California,353.4191517,7647955,20660,2427894.6
2017,California,356.4953861,7766193,20660,2538204
2018,California,358.5947178,7865156,20660,2644061.2
2019,California,358.1643733,7790111,20660,2729225.8
1997,Colorado,76.14109017,1138201,17240,184185.3
1998,Colorado,78.41639448,1184705,17240,200679.7
1999,Colorado,80.46567363,1206092,17240,215294.6
2000,Colorado,85.51729295,1268642,17240,231589.8
2001,Colorado,93.2925915,1369867,17240,234979.4
2002,Colorado,91.60688074,1370536,17240,235417.3
2003,Colorado,90.99494499,1372163,17240,237782.3
2004,Colorado,93.54291173,1399562,17240,240747.6
2005,Colorado,95.74352317,1435704,17240,251558.4
2006,Colorado,96.61764496,1451337,17240,257430.2
2007,Colorado,99.33900791,1483849,17240,266887.5
2008,Colorado,97.38610697,1487480,17240,270981.4
2009,Colorado,93.32266789,1465495,17240,264966.3
2010,Colorado,95.88728077,1517105,17240,267858.9
2011,Colorado,92.50555884,1478527,17240,271700.6
2012,Colorado,91.206979,1446115,17240,276823.1
2013,Colorado,92.13721179,1478113,17240,286259.1
2014,Colorado,92.77203103,1494023,17240,298655.3
2015,Colorado,91.30387161,1501006,17240,312409.7
2016,Colorado,88.43397452,1470307,17240,318953.4
2017,Colorado,88.77204752,1477307,17240,329913.3
2018,Colorado,90.06168948,1527222,17240,342733.2
2019,Colorado,91.72734664,1566652,17240,358438.5
1997,Connecticut,42.31413422,811129,25630,190518.9
1998,Connecticut,39.91368636,791157,25630,196391.1
1999,Connecticut,41.17101301,834267,25630,202351.7
2000,Connecticut,42.75012449,844550,25630,216157.6
2001,Connecticut,41.56461698,829136,25630,218135.3
2002,Connecticut,40.04384936,815224,25630,216677.7
2003,Connecticut,42.96284874,894334,25630,219186
2004,Connecticut,44.71446935,907100,25630,233426.5
2005,Connecticut,43.90045495,875720,25630,238549.5
2006,Connecticut,40.91329121,819794,25630,248233.8
2007,Connecticut,40.12833699,842124,25630,257953
2008,Connecticut,37.65258409,774606,25630,257756
2009,Connecticut,35.95734066,766475,25630,244894.7
2010,Connecticut,36.44101452,769858,25630,244354.7
2011,Connecticut,35.03508454,743515,25630,238542.4
2012,Connecticut,34.26813321,728294,25630,240911.9
2013,Connecticut,34.6493926,747012,25630,236050.6
2014,Connecticut,34.97951876,751740,25630,235780.9
2015,Connecticut,36.32904924,756746,25630,242706.5
2016,Connecticut,34.1016231,724686,25630,243286.7
2017,Connecticut,33.85397332,728349,25630,247035.9
2018,Connecticut,37.38424068,756159,25630,249074.8
2019,Connecticut,36.63166173,735517,25630,251568.2
1997,Delaware,16.84753758,274786,22950,45980.1
1998,Delaware,16.19549304,272892,22950,50434.3
1999,Delaware,16.40091868,286222,22950,54236.7
2000,Delaware,16.67926403,305696,22950,56550.2
2001,Delaware,15.99530797,292032,22950,58372.7
2002,Delaware,15.88207705,308594,22950,56534.5
2003,Delaware,16.6083584,303733,22950,57300
2004,Delaware,16.61809294,289192,22950,60069.9
2005,Delaware,17.40244499,299826,22950,59335.1
2006,Delaware,16.23582969,287818,22950,60624.3
2007,Delaware,17.1166682,293726,22950,60477.9
2008,Delaware,16.17951012,291507,22950,58655.7
2009,Delaware,11.92158659,259461,22950,61517.7
2010,Delaware,13.07915648,266384,22950,60577.2
2011,Delaware,13.86588203,285699,22950,62919.3
2012,Delaware,14.58600134,283571,22950,62354.6
2013,Delaware,14.03560903,280901,22950,60235.8
2014,Delaware,13.77629089,281002,22950,64940.1
2015,Delaware,13.9053954,284672,22950,66793.5
2016,Delaware,14.42147713,280937,22950,63001.3
2017,Delaware,13.76647699,280044,22950,60357.5
2018,Delaware,13.98931001,300567,22950,61425.1
2019,Delaware,13.58957516,298616,22950,64143.5
1997,District of Columbia,4.255311904,191093,26190,79827.7
1998,District of Columbia,4.065811075,186974,26190,81214.4
1999,District of Columbia,4.143338486,191690,26190,84756.2
2000,District of Columbia,4.312927694,198048,26190,85355.9
2001,District of Columbia,4.082702536,193476,26190,88440.7
2002,District of Columbia,4.186318466,197752,26190,91141.5
2003,District of Columbia,3.953150452,193758,26190,92921
2004,District of Columbia,4.020628554,201418,26190,97463.5
2005,District of Columbia,3.932855456,200935,26190,99480.7
2006,District of Columbia,3.188978642,186423,26190,99805.5
2007,District of Columbia,3.38109497,194926,26190,102738.7
2008,District of Columbia,3.080918182,184106,26190,106768.9
2009,District of Columbia,3.178572006,186486,26190,105893.9
2010,District of Columbia,3.222491888,190379,26190,109986.5
2011,District of Columbia,3.090670022,183655,26190,111646.5
2012,District of Columbia,2.649875886,172794,26190,112157
2013,District of Columbia,2.823474756,174800,26190,112332.4
2014,District of Columbia,3.012816405,179278,26190,114553.6
2015,District of Columbia,2.956880797,178222,26190,116808.4
2016,District of Columbia,2.758229599,174553,26190,119644.3
2017,District of Columbia,2.58511615,166877,26190,120759.4
2018,District of Columbia,2.856068276,174538,26190,123680.5
2019,District of Columbia,2.807513641,167397,26190,124597.2
1997,Florida,217.8100638,3726429,21660,559805.3
1998,Florida,230.3297606,3859240,21660,587970.7
1999,Florida,229.8251661,3922071,21660,615238.2
2000,Florida,239.0586817,4076022,21660,642708.2
2001,Florida,237.3740048,4060590,21660,660659.5
2002,Florida,241.1661347,4177962,21660,689974
2003,Florida,246.5222743,4195567,21660,722374.5
2004,Florida,257.1198719,4347432,21660,769140.5
2005,Florida,260.0192858,4419873,21660,815755.8
2006,Florida,259.0610068,4472498,21660,839963.8
2007,Florida,256.7037588,4417304,21660,850048.6
2008,Florida,238.5276299,4264867,21660,816070.2
2009,Florida,224.6940789,4115280,21660,769061.1
2010,Florida,245.4611989,4319171,21660,775039.5
2011,Florida,232.4283961,4171410,21660,772021.3
2012,Florida,226.9741783,4070225,21660,778545
2013,Florida,226.9815411,4130115,21660,794842.1
2014,Florida,233.0301857,4173314,21660,817233.5
2015,Florida,237.3833592,4324701,21660,852242.4
2016,Florida,238.8697835,4362567,21660,881539.2
2017,Florida,238.4169632,4345055,21660,912687.4
2018,Florida,242.0091133,4441047,21660,941626.7
2019,Florida,233.5527795,4371666,21660,965672.5
1997,Georgia,157.123737,2744916,17960,328118.7
1998,Georgia,158.3801759,2783049,17960,352472.3
1999,Georgia,161.0030911,2803980,17960,377127.4
2000,Georgia,169.6790198,2920928,17960,389727.3
2001,Georgia,161.6013318,2818753,17960,394317.3
2002,Georgia,166.6153028,2936048,17960,399413.4
2003,Georgia,170.4504783,2956845,17960,411685.6
2004,Georgia,175.3264976,3097207,17960,428555.2
2005,Georgia,185.6061627,3110770,17960,447152.9
2006,Georgia,182.9372063,3087831,17960,453032.1
2007,Georgia,185.5912022,3078378,17960,455904
2008,Georgia,172.6196109,2946558,17960,445764.6
2009,Georgia,163.0422909,2913909,17960,428740.7
2010,Georgia,175.2005306,3147631,17960,433727.2
2011,Georgia,160.0244578,3034665,17960,441626.7
2012,Georgia,141.6413538,2847777,17960,447764.7
2013,Georgia,142.908504,2907929,17960,454908.9
2014,Georgia,148.0928634,2977977,17960,470009.7
2015,Georgia,145.6756383,2978591,17960,489182.3
2016,Georgia,144.5575739,2951822,17960,506816.2
2017,Georgia,141.8260181,2925877,17960,523805.3
2018,Georgia,141.9209237,3003699,17960,538604.6
2019,Georgia,136.4670209,2955875,17960,557364.4
1997,Hawaii,18.68983986,273483,30750,55804.2
1998,Hawaii,18.70366869,273388,30750,54404.8
1999,Hawaii,18.41366153,269352,30750,54852.1
2000,Hawaii,18.72652008,273307,30750,55891.1
2001,Hawaii,19.1699665,270122,30750,55678.5
2002,Hawaii,20.43761289,284663,30750,56990.8
2003,Hawaii,21.50252803,300914,30750,59978.8
2004,Hawaii,22.45650838,314720,30750,63318.1
2005,Hawaii,23.03811605,324737,30750,67123.9
2006,Hawaii,23.23378733,327288,30750,68759.3
2007,Hawaii,23.99542394,337829,30750,70080.4
2008,Hawaii,19.26487588,276654,30750,70460.8
2009,Hawaii,18.81466175,275928,30750,67927.5
2010,Hawaii,20.41811675,297556,30750,69628.1
2011,Hawaii,20.62553277,302550,30750,70646.6
2012,Hawaii,20.29398525,297399,30750,71905.3
2013,Hawaii,20.14697013,301914,30750,73063.2
2014,Hawaii,19.57801184,295244,30750,73512.4
2015,Hawaii,19.7810368,298992,30750,75869.5
2016,Hawaii,19.82040934,300390,30750,77303.9
2017,Hawaii,20.43157876,308376,30750,78947.4
2018,Hawaii,20.30121291,306342,30750,79845.3
2019,Hawaii,20.51554679,307764,30750,79213.4
1997,Idaho,13.77898148,504020,16680,36997.4
1998,Idaho,14.00441636,507513,16680,38795.3
1999,Idaho,14.89903955,533204,16680,42510.4
2000,Idaho,15.69203617,544380,16680,47295.4
2001,Idaho,15.57689102,503420,16680,46084.5
2002,Idaho,15.01119914,498672,16680,47056.8
2003,Idaho,14.48761642,471950,16680,48593.7
2004,Idaho,15.68342157,503534,16680,51815.1
2005,Idaho,15.79125427,514313,16680,56043
2006,Idaho,15.83401255,526508,16680,57613.7
2007,Idaho,16.30899581,541391,16680,58670.9
2008,Idaho,15.50402264,537298,16680,60309.5
2009,Idaho,15.17081572,502530,16680,57327.9
2010,Idaho,16.25691577,523118,16680,58281.8
2011,Idaho,15.95832814,521106,16680,58226.2
2012,Idaho,15.77010394,514005,16680,58323.9
2013,Idaho,17.24200062,530443,16680,60631.2
2014,Idaho,16.84891284,525029,16680,62454
2015,Idaho,18.03591394,540252,16680,63081.2
2016,Idaho,18.34506459,540164,16680,65479
2017,Idaho,18.70029139,557104,16680,66941
2018,Idaho,19.04276093,556467,16680,70857.3
2019,Idaho,20.08591692,565998,16680,74162.6
1997,Illinois,225.5922835,3944364,17170,576730.2
1998,Illinois,217.1133505,3856607,17170,595615.8
1999,Illinois,226.9341991,4024012,17170,618148.4
2000,Illinois,234.9202488,4029159,17170,640723.4
2001,Illinois,225.1139375,3905501,17170,642292.5
2002,Illinois,227.4506181,3920040,17170,647517.8
2003,Illinois,231.3962103,3945575,17170,658317.3
2004,Illinois,237.7927568,3993441,17170,676805.9
2005,Illinois,244.4282644,4140657,17170,687706.6
2006,Illinois,236.4664306,3991825,17170,704827.6
2007,Illinois,243.9713257,4081337,17170,712619.8
2008,Illinois,242.2479373,4083964,17170,706616.5
2009,Illinois,227.2171081,3859236,17170,688161
2010,Illinois,233.2913108,3981181,17170,698179.6
2011,Illinois,232.0824962,3965357,17170,711283.4
2012,Illinois,219.0162725,3841698,17170,726399.1
2013,Illinois,233.6277902,4007352,17170,726125
2014,Illinois,236.7316159,4085398,17170,741194
2015,Illinois,219.157681,3920125,17170,751754.9
2016,Illinois,207.4505726,3925630,17170,749333.5
2017,Illinois,205.9638333,3890442,17170,753027
2018,Illinois,213.1001319,4017644,17170,771695.5
2019,Illinois,203.43232,3951620,17170,775998.1
1997,Indiana,217.9742092,2683207,14750,231713.9
1998,Indiana,219.7213439,2672890,14750,245675.7
1999,Indiana,226.4660758,2783212,14750,254089.2
2000,Indiana,239.7299924,2867279,14750,264121.7
2001,Indiana,230.3077176,2770456,14750,259474.8
2002,Indiana,233.2939006,2856081,14750,265345.1
2003,Indiana,239.7211837,2937199,14750,277151.6
2004,Indiana,240.0672484,2930253,14750,287655.9
2005,Indiana,238.6016158,2924177,14750,290328.2
2006,Indiana,236.7041378,2859709,14750,296112.7
2007,Indiana,235.9760915,2958525,14750,304085.7
2008,Indiana,231.6667769,2917143,14750,300962.6
2009,Indiana,209.0910113,2712923,14750,279520.7
2010,Indiana,218.3682112,2852101,14750,297517.3
2011,Indiana,209.7717456,2823793,14750,299064.5
2012,Indiana,195.4396336,2740941,14750,300513.9
2013,Indiana,200.0598656,2870800,14750,307279.1
2014,Indiana,205.7759497,2910530,14750,316783.1
2015,Indiana,187.2335142,2826490,14750,313751.2
2016,Indiana,181.8406979,2777075,14750,319601.5
2017,Indiana,175.8826289,2674436,14750,324997.6
2018,Indiana,189.2161684,2806168,14750,336327.1
2019,Indiana,176.1079655,2779091,14750,337902.2
1997,Iowa,74.24499609,1139792,15460,113289.8
1998,Iowa,77.18199175,1148872,15460,114087.4
1999,Iowa,78.14834774,1199639,15460,116523
2000,Iowa,79.40863494,1196131,15460,121924.2
2001,Iowa,78.23873218,1167631,15460,120449.8
2002,Iowa,78.81842394,1197176,15460,123298.2
2003,Iowa,78.90961106,1192800,15460,128962.3
2004,Iowa,80.0392293,1247169,15460,139978.1
2005,Iowa,80.0755576,1278342,15460,144577.3
2006,Iowa,81.3222317,1303065,15460,146555.3
2007,Iowa,87.04325889,1378607,15460,152861.8
2008,Iowa,90.31871935,1441784,15460,149881.4
2009,Iowa,85.42791404,1448521,15460,146182.8
2010,Iowa,90.28316519,1498067,15460,150148.4
2011,Iowa,87.25732738,1507153,15460,152435.2
2012,Iowa,81.39328754,1439121,15460,158538.4
2013,Iowa,82.37461262,1522015,15460,158480.8
2014,Iowa,83.43675811,1540439,15460,166619.2
2015,Iowa,77.41573961,1507520,15460,171126.5
2016,Iowa,73.99042933,1534622,15460,170389.1
2017,Iowa,76.29811583,1572298,15460,170887.5
2018,Iowa,82.42756253,1633531,15460,173547.7
2019,Iowa,77.29621466,1645247,15460,173722
1997,Kansas,71.22225244,1101174,17720,104575
1998,Kansas,70.11161295,1088848,17720,108183.6
1999,Kansas,73.27549742,1108311,17720,111005.5
2000,Kansas,75.81527,1116109,17720,114030.5
2001,Kansas,71.82563252,1063914,17720,114327.7
2002,Kansas,76.33955953,1099484,17720,116195
2003,Kansas,78.82597713,1140145,17720,118192.5
2004,Kansas,76.61687402,1121296,17720,119391.6
2005,Kansas,73.08466024,1067023,17720,123949.8
2006,Kansas,72.85211191,1095718,17720,130364.5
2007,Kansas,79.04882173,1157469,17720,137093.6
2008,Kansas,75.00414628,1119535,17720,139536.8
2009,Kansas,73.21396884,1088231,17720,134227
2010,Kansas,72.62262978,1109761,17720,135723.2
2011,Kansas,70.70432643,1097062,17720,139579.4
2012,Kansas,66.06927976,1067837,17720,141818.2
2013,Kansas,69.76223468,1096241,17720,141723.4
2014,Kansas,70.34409537,1133375,17720,145344.1
2015,Kansas,64.51256023,1101677,17720,148810.5
2016,Kansas,62.61503773,1092806,17720,153695.3
2017,Kansas,59.02758843,1075697,17720,155514.7
2018,Kansas,62.85277614,1136232,17720,158734.4
2019,Kansas,60.4526702,1129559,17720,159826.2
1997,Kentucky,142.9529553,1767765,16890,146522.8
1998,Kentucky,141.4203138,1725018,16890,150774.4
1999,Kentucky,146.2281569,1815367,16890,155611.5
2000,Kentucky,147.0833212,1802618,16890,151495.1
2001,Kentucky,151.0345286,1832560,16890,151834.3
2002,Kentucky,151.3440277,1989605,16890,155643.9
2003,Kentucky,147.7825229,1923756,16890,159990.8
2004,Kentucky,154.4983272,1998031,16890,164650.2
2005,Kentucky,156.3079869,2018197,16890,171180.3
2006,Kentucky,158.7169876,2009346,16890,175657.7
2007,Kentucky,158.4815828,2044160,16890,174407.3
2008,Kentucky,155.7982168,2008086,16890,173810.1
2009,Kentucky,146.0188362,1930522,16890,166704.2
